許可證字號,中文品名,英文品名,適應症,劑型,主成分略述,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036880號,脫霖脫毛軟膏７５公絲﹨公克（硫醇乙酸鈣）,"TORIN OINTMENT 75MG/GM ""T.T.Y."" (CALCIUM THIOGLYCOLLATE)",一般體毛（手、腳部）及較粗體毛（如腋部）之脫毛。,軟膏劑,THIOGLYCOLATE CALCIUM TRIHYDRATE (EQ TO CALCIUM THIOGLYCOLATE TRIHYDRATE ),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036884號,特黴素眼藥水３公絲/公撮（泰百黴素）,TOBRA OPHTHALMIC SOLUTION 3MG/ML (TOBRAMYCIN),眼睛感染及眼附屬器官的感染、對於一般抗生素有抗性的細菌感染。,點眼液劑,TOBRAMYCIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036885號,美保朗注射液０．５毫克/毫升（甲鈷胺明）,"MECOBALAMIN INJECTION 0.5MG/ML ""ASTAR""",維他命Ｂ１２缺乏引起之巨胚紅血球性貧血、末梢性神經障礙。,注射劑,MECOBALAMIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036887號,優護特凝膠１０公絲 公克（  美酒辛）,"U F T GEL 10MG/G (INDOMETHACIN) ""T.T.Y.""",暫時緩解局部疼痛。,外用凝膠劑,INDOMETHACIN (eq to Indometacin),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036888號,速博新膜衣錠５００公絲（塞浦弗洒辛）,CIPROXIN F.C. TABLETS 500MG (CIROFLOXACIN),對ＣＩＰＲＯＦＬＯＸＡＣＩＮ有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感炎、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。,膜衣錠,CIPROFLOXACIN (HCL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036889號,拜耳阿司匹靈錠１００公絲（乙醯水楊酸）,BAYER ASPIRIN TABLET 100MG (ACETYLSALICYLIC ACID),解熱、鎮痛（頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉痛、月經痛）。,錠劑,ASPIRIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036890號,賽恩可膠囊２５０公絲（喜黴素）,"THIAMCOL CAPSULES 250MG (THIAMPHENICOL) ""SINTON""",革蘭氏陰性菌、陽性菌、立克次氏體及巨型濾過性病毒感染症。,膠囊劑,THIAMPHENICOL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036891號,安比西林注射劑１公克,"AMPICILLIN FOR INJECTION 1G ""SINTON""",葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,乾粉注射劑,AMPICILLIN (SODIUM),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036892號,"""井田""好胃明膜衣錠２００毫克（希每得定）","HOU WE MING F.C. TABLETS 200MG (CIMETIDINE) ""CHINTENG""",胃潰瘍、十二指腸潰瘍、消化性食道炎、上胃腸道糜爛或潰瘍引起之出血，再發性潰瘍、孔性潰瘍、膽囊纖維變性併發有胰臟功能不全時之補助療法。,膜衣錠,CIMETIDINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036893號,"""長安"" 普腦錠0.25毫克","PUNAU TABLETS 0.25MG ""C.A."" (TRIATOLAM) ",不眠症。,錠劑,TRIAZOLAM,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036902號,舒痛錠１００公絲（蘇林達克）,"SULTON TABLET 100MG (SULINDAC) ""SINTON""",下列疾患引起之消炎、鎮痛：變形性關節炎、慢性關節炎、腰痛症、肩關節周圍炎、僵硬性背椎炎。,錠劑,SULINDAC,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036903號,"""居禮""胃舒樂懸液劑","Sofree Suspension ""Curie""",緩解胃部不適或灼熱感、或經診斷為胃及十二指腸潰瘍、胃炎、食道炎所伴隨之胃酸過多。,懸液劑,ALUMINUM HYDROXIDE GEL;;CALCIUM CARBONATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036906號,伊敏淨錠５０公絲（美海得林）,"IMINZIN TABLET 50MG (MEBHYDROLINE) ""SINTON""",過敏性鼻炎、呼吸道過敏、過敏性疾患。,錠劑,MEBHYDROLINE NAPHTHALENEDISULFONATE (NADYPSYLATE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036914號,安百嗽錠３０公絲（安布索）,"AMBOX TABLETS 30MG (AMBROXOL) ""KINK""",袪痰。,錠劑,AMBROXOL HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036915號,抗痛酸錠１００毫克（本補麻隆）,"URIBENORM TABLETS 100MG (BENZBROMARONE) ""CHEN TA""",痛風、高尿酸血症。,錠劑,BENZBROMARONE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036916號,丹樂膠囊200毫克(單那若),DANZOL CAPSULES 200MG (DANAZOL),子宮內膜異位症、早發春機發動、囊狀慢性乳腺炎、乳腺肥大、乳漏、月經過多、纖維囊腫性乳房疾病。,膠囊劑,DANAZOL ( EQ TO CYCLOMEN ),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036929號,抵蟲凝膠１５０公絲/公克（待乙妥）,"DEET GEL 150MG/GM (DIETHYL TOLUAMIDE) ""C.C.P.C.""",驅除蚊、蒼蠅、蚤、蝨、水蛭等叮咬。,外用凝膠劑,"N,N-DIETHYL-META-TOLUAMIDE (DEET)",,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036930號,清脂錠１５０公絲（硫酸鈉聚葡萄糖）,"TRANSGAT TABLETS 150MG (DEXTRAN SULFATE SODIUM ) ""YST""",高脂質血症。,錠劑,DEXTRAN SULFATE SODIUM,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036931號,立舒癬乳膏２％（克多可那挫）,"LEZOLE CREAM 2% (KETOCONAZOLE) ""GENTLE""",皮膚黴菌和酵母菌所引起的皮膚、頭髮、指甲感染症。,乳膏劑,KETOCONAZOLE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036934號,立克防蚊液２８３．６８公絲/公撮（待乙妥）,"ANTIMOS SOLUTION 283.68MG/ML (DIETHYLTOLUAMIDE) ""GRAPE""",驅逐蚊、蒼蠅、蚤、蝨、水蛭叮咬。,外用液劑,DIETHYLTOLUAMIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036938號,安痛寧散,"ANTONLIN POWDER ""YUNG CHI""",解熱、鎮痛（頭痛、牙痛、關節痛、風濕痛、神經痛、肌肉痛、月經痛）之緩解,散劑,ETHENZAMIDE (ETHOXYBENZAMIDE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036940號,敏羅黴素膠囊100毫克（美諾四環素）,MERO CAPSULE 100MG (MINOCYCLINE),具感受性革蘭氏陰性及陽性菌、立克次氏體、巨型濾過性病毒所引起之感染症。,膠囊劑,MINOCYCLINE (HCL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036941號,定喘樂吸入液０．２５公絲/公撮（溴化伊普托品）,ATROVENT INHALANT SOLUTION 0.25MG/ML (IPRATROPIUM BROMIDE),慢性阻塞性支氣管炎、支氣管氣喘。,口腔氣化噴霧劑,IPRATROPIUM BROMIDE (ANHYDROUS),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036946號,"""元宙""德口芬錠０．５毫克（杜每芬）","DOCOPHEN TABLETS 0.5MG  ""Y.C.""(DOMIPHEN)",口腔炎、咽喉炎、痰多所引起喉嚨痛。,錠劑,DOMIPHEN BROMIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036949號,哈泊度錠１０公絲〝中一〞,"HALOPERIDOL TABLET 10MG ""C.I.""",精神病狀態、躁病、噁心、嘔吐、攻擊性與破壞性之行為障礙、舞蹈病。,錠劑,HALOPERIDOL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036950號,"""中一"" 安莫西林膠囊５００公絲","AMOXICILLIN CAPSULES 500MG ""C.I.""",葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引之感染症。,膠囊劑,AMOXICILLIN TRIHYDRATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036960號,通利妥膜衣錠,LAXATON F.C. TABLETS,便祕。,膜衣錠,PHENOLPHTHALEIN;;DOCUSATE SODIUM,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036961號,賜免痛錠２００毫克（蘇林達克）〝成大〞,"SUMETON TABLETS 200MG (SULINDAC) ""CHEN TA""",骨關節炎、關節黏連性脊椎炎、急性痛風性關節炎、風濕性關節炎。,錠劑,SULINDAC,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036962號,"""易陽"" 痛可止膜衣錠500毫克(每非那)","PAINSTOP F.C. TABLETS 500 MG ""EAYUNG"" (MEFENAMIC ACID)",鎮痛、消炎（肌肉痛、背痛、頭痛、牙痛、關節痛、月經痛、手術後的疼痛）。,膜衣錠,MEFENAMIC ACID,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036964號,"""瑞士"" 尿路必寧糖衣錠１００公絲（非那若比汀）","UROBENIN S.C. TABLET 100MG ""SWISS"" (PHENAZOPYRIDINE)",膀胱尿道炎、尿道灼熱感、膀胱鏡檢查、尿道插入治療時疼痛之治療。,糖衣錠,PHENAZOPYRIDINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036965號,"""威德""血利通膜衣錠9.6毫克(銀杏葉類黃酮配醣體)"," ""Weider"" Cirliton Film Coated Tablet 9.6mg (Ginkgoflavonglycoside)",末梢血行障礙之輔助治療。,膜衣錠,"GINKGO BILOBA EXTRACT((9.6mg GINKGO FLAVONGLYCOSIDES CALCULATED AS QUERCETIN,KAEMPFEROL AND ISORHAMNETIN,2.4mg TERPENLACTONES )",,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036966號,卡迪爾錠３０毫克,CARTIL TABLETS 30MG ,狹心症、輕度至中度之本態性高血壓。,錠劑,DILTIAZEM HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036970號,"""應元""多樂錠250公絲（待福索）","DOLON TABLETS 250MG ""Y.Y"" (DIFLUNISAL)",下列諸疾患的鎮痛、消炎：（慢性關節僂麻質斯、變形性關節炎、腰痛症、頸肩腕症候群、肩關節周圍炎、以及急性上呼吸道炎）。,錠劑,DIFLUNISAL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036971號,''健喬''克林達黴素膠囊300毫克,"CLINDAMYCIN CAPSULE 300MG ""SYNMOSA""",鏈球菌、葡萄球菌、肺炎雙球菌等所引起之感染症。,膠囊劑,CLINDAMYCIN (HCL HYDRATE),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036975號,"""三岳"" 歐沙挫那",OXAZOLAM,精神神經安定劑。,（粉）,OXAZOLAM,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036979號,拿得適噴鼻液０．５公絲/公撮（異每達佐林）〝信元〞,"NATISOL NASAL SPRAY 0.5MG/ML (OXYMETAZOLINE) ""S.Y.""",急性鼻炎、過敏性鼻炎、血管舒縮性鼻炎、鼻竇炎、鼻咽炎。,外用液劑,OXYMETAZOLINE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036997號,"""生泰"" 克他米通","CROTAMITON ""SYN-TECH""",疥瘡、止癢劑。,原料藥溶液劑,CROTAMITON,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第036999號,冠達悅持續性膜衣錠１０公絲（尼非待平）,ADALAT RETARD F.C. TABLET 10MG (NIFEDIPINE),狹心症、高血壓。,持續性藥效錠,NIFEDIPINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037004號,〝壽元〞賽普輸液２毫克/毫升（塞浦弗洒辛）,"CIPROFLO INFUSION SOLUTION 2MG/ML ""S.Y."" (CIPROFLOXACIN)",對ＣＩＰＲＯＦＬＯＸＡＣＩＮ　有感受性細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腸炎、膽囊炎、腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染等、菌血症。,注射液劑,CIPROFLOXACIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037005號,"""華興""愛樂信栓劑125公絲(紅絲菌素)","EROCIN SUPPOSITORIES 125MG (ERYTHROMYCIN) ""H.S.""",葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,栓劑,ERYTHROMYCIN,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037026號,維麗康口含甜錠,ELICE DOUBLE TABLETS,牙齦出血、末梢血行障礙、黑色素沈著異常、維他命Ｅ、Ｃ之補給,口含錠,TOCOPHEROL ACETATE ALPHA DL-;;ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037029號,〝黃氏〞尼福樂膠囊200毫克（尼福歐洒噻),"NIFUROX CAPSULES 200MG (NIFUROXAZIDE) ""H.S.""",急、慢性瀉痢、大腸炎及結腸炎。,膠囊劑,NIFUROXAZIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037030號,維多幸腸溶錠３０公絲（磷酸/多辛）〝華興〞,"VITADOXIN E.C. TABLETS 30MG (PYRIDOXAL-5-PHOSPHATE)""H.S.""",妊娠引起之噁心、嘔吐、皮膚炎、維他命Ｂ６缺乏症。,錠劑,PYRIDOXAL 5-PHOSPHATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037031號,鹽酸苯丙醇胺,"PHENYLPROPANOLAMINE HYDROCHLORIDE ""SYN-TECH""",交感神經興奮劑。,（粉）,PHENYLPROPANOLAMINE HCL (DL-NOREPHEDRINE HCL),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037032號,雙羥葸鹽酸鹽,"MITOXANTRONE DIHYDROCHLORIDE ""KINGDOM""",乳癌、肝癌、急性非淋巴性白血病。,（粉）,MITOXANTRONE HCL,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037033號,"""優生""咳鬆糖衣錠25毫克(咳貝坦)","CASON S.C. TABLETS 25MG ""YU SHENG""(CARBETAPENTANE)",鎮咳。,糖衣錠,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037034號,“華貿” 不留痢膠囊２００公絲,OXAZIDE CAPSULES 200MG “F.M.”,急、慢性瀉痢、大腸炎及結腸炎。,膠囊劑,NIFUROXAZIDE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037036號,疼痛膠囊２５公絲（  美洒辛）,"TENTUNHSIN CAPSULES 25MG (INDOMETHACIN) ""T.L.""",慢性關節炎、僂痲質斯、變形性關節炎、風濕（痛風）、腰痛、神經痛、膀胱炎、前列腺炎、喉頭炎等之消炎、鎮痛。,膠囊劑,INDOMETHACIN (eq to Indometacin),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037037號,倍退敏錠５公絲（美奎塔令）,"MEQUIZINE TABLET 5MG ""T.T.Y.""",過敏性鼻炎、乾草熱、蕁痲疹、濕疹、血管性神經水腫、季節性結膜　　　　炎、藥物過敏。,錠劑,MEQUITAZINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037038號,寶倍生凝膠,Bio-redouble Gel,尋常性痤瘡、皮膚角質化。,外用凝膠劑,RETINOIC ACID (EQ TO TRETINOIN)(EQ TO VITAMIN A ACID),,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037040號,咳得停糖漿〝中美〞,"CODETINE SOLUTION ""C.M.""",鎮咳、袪痰（由於呼吸道疾患所引起的咳嗽、喀痰）。,糖漿劑,GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE;;CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate);;CODEINE PHOSPHATE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037042號,〝井田〞福佳松乳膏,"FLUTHASONE CREAM ""CHINTENG""",急慢性之發炎、皮膚疾患、角質化濕疹、過敏性皮炎、苔癬、牛皮癬、扁平苔癬、慢性紅斑狼瘡、手掌和腳掌膿？症、魚鱗症。,乳膏劑,FLUMETHASONE PIVALATE;;SALICYLIC ACID,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037049號,“艾力特”小婦人潔液０．５％（普威隆碘）,"LADYSHIP SOLUTION 0.5% ""ELT"" (POVIDONE IODINE) ",輕度陰道刺激、搔癢及疼腫之緩解。,外用液劑,POVIDONE-IODINE,,,,,,,,,,,,,,,,,,,,,
衛署藥製字第037053號,"""應元""匹若西卡注射液２０公絲/公撮（匹若卡）","PIROXICAM INJECTION 20MG/ML ""Y.Y.""",類風溼性關節炎、幼年型類風溼性關節炎、骨關節炎（關節痛、退化性關節痛）僵直性脊椎炎、急性肌肉骨骼損傷、急性痛風、原發性痛經。,注射劑,PIROXICAM,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016558號,汎效黴素肌肉注射劑５００公絲,VERSAPEN INTRAMUSCULAR INJECTION 500MG,有感受性之革蘭氏陽性及革蘭氏陰性菌所引起之感染症,乾粉注射劑,HETACILLIN (POTASSIUM),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016559號,汎效黴素肌肉注射劑１克,VERSAPEN I.M. INJECTION 1GM,有感受性之革蘭氏陽性及革蘭氏陰性菌所引起之感受症,乾粉注射劑,HETACILLIN (POTASSIUM),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016564號,泛克膚足軟膏,PANKERFUCHU OINTMENT,治療皮膚表淺性黴菌感染，如足癬 (香港腳)、體癬 、股癬 、汗斑。,軟膏劑,UNDECYLENATE ZINC;;UNDECYLENIC ACID,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016566號,苯磺胺（外用）,"SULFANILAMIDE (EXTERNALUSE)""J.Y.T.""",皮膚細菌感染,外用粉劑,SULFANILAMIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016600號,保生腸溶片,PUSIN ENTERIC COATED TABLETS,手術後及外傷腫脹之緩解,腸溶錠,CHYMOTRYPSIN,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016601號,西西美片,CICIMEI TABLETS,壞血病、齒齦出血、補助營養及其他維生素丙缺乏症,錠劑,ASCORBIC ACID (VIT C),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016616號,佑利耐懸浮液,UNINEG SUSPENSION,腸炎、細菌性腹瀉,懸液劑,NALIDIXIC ACID,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016624號,祕解片,BIJEL TABLETS,暫時緩解便秘,錠劑,PHENOLPHTHALEIN,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016638號,"""新喜""安西拿朗軟膏","ANCINALONE OINTMENT ""N.C.P.""",皮膚炎、濕疹黴菌皮炎、搔癢症,軟膏劑,NEOMYCIN SULFATE;;TRIAMCINOLONE ACETONIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016639號,循通膠囊,"CYCTAN CAPSULES ""LITA""",腦及末梢循環障礙,膠囊劑,CYCLANDELATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016641號,縮水蘋果酸氯菲尼拉明錠,"CHLORPHENIRAMINE MALEATE TABLETS ""CHI SHENG""",暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。預防或緩解動暈症（暈車、暈船、暈機）引起之頭暈、噁心、嘔吐、頭痛等症狀。,錠劑,CHLORPHENIRAMINE MALEATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016650號,"""井田"" 鹽酸消旋甲基麻黃鹼錠","DL-Methylephedrine HCL Tablets ""Chinteng""",支氣管氣喘、蕁麻疹、過敏性疾患,錠劑,DL-METHYLEPHEDRINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016657號,鹽酸硫胺明注射液１００ＭＧ/２ＭＬ,"THIAMINE HCL INJECTION 100MG/2ML ""N.K.""",腳氣、多發性神經炎及其他維他命Ｂ１缺乏症,注射劑,THIAMINE HYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016659號,"""應元""脫氫膽酸鈉注射液","SODIUM DEHYDROCHOLATE INJECTION ""Y.Y.""",膽囊炎、膽道炎、膽汁分泌不全所致之消化下良、脂溶性維他命吸收之促進,注射劑,DEHYDROCHOLIC ACID,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016666號,佳靜錠,"CHIAXINE TABLETS ""K.Y.""",對頭部外傷後遺症引起之眩暈可能有效,錠劑,MECLOFENOXATE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016670號,壽寧耐糖衣錠２００公絲,THEOLINATE TABLETS 200MG,氣喘及支氣管痙攣,糖衣錠,CHOLINE THEOPHYLLINATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016698號,"""健康""喜敏錠","HEAMIN TABLETS ""HEALTH""",緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹,錠劑,CHLORPHENIRAMINE MALEATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016721號,安得樂生針,ADRESIN INJECTION,止血,注射劑,CARBAZOCHROME,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016758號,"""國信""氯黴素注射液","Chloramphenicol Injection""K.S.""",亞急性心內膜炎、肺炎、壞血症等,注射劑,CHLORAMPHENICOL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016760號,"""濟生"" 硫酸克耐黴素注射液","KANAMYCIN SULFATE INJECTION ""CHI SHENG""",葡萄球菌、肺炎球菌、鏈球菌之呼吸道感染或化膿症、葡萄球菌、大腸菌、綠膿桿菌、變形菌之尿道感染、淋菌感染症、細菌性痢疾、手術前後感染之預防,注射劑,KANAMYCIN (SULFATE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016761號,泰若片,DIAZON TABLETS,焦慮狀態、失眠、肌肉痙攣,錠劑,DIAZEPAM,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016764號,鹽酸特比倫明錠,"TRIPELENNAMINE HC1 TABLETS ""CHI SHENG""",蕁麻疹、皮膚炎、搔癢症、支氣管氣喘、枯草熱,錠劑,TRIPELENNAMINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016770號,信達康糖衣片,SINTABEX S.C. TABLETS,鎮咳、袪痰（乾咳、氣腫或胸膜刺激所引起之咳嗽、痙攣性咳嗽、呼吸道刺激、鼻咽炎、喉炎、支氣管炎、肺炎、感冒等引起之咳嗽）,糖衣錠,HYDROPROPIZINE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016779號,易治血平錠,"EASERPIN TABLETS ""LITA""",本態性高血壓、腎性高血壓、情緒不安、精神緊張,錠劑,RESERPINE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016781號,寧可治眼用藥膏,NEO-CORTI OPHTHALMIC OINTMENT,眼科炎症,軟膏劑,HYDROCORTISONE ACETATE,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016782號,"""井田""癒創木酚甘油酯錠",GLYCERYL GUAIACOLATE TABLETS,袪痰,錠劑,GUAIACOL GLYCOLATE (EQ TO GLYCERYL GUAIACOLATE),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016796號,維他命Ｂ２錠,VITAMIN B2 TABLETS,口角炎、口內炎、舌炎及其他維生素Ｂ２缺乏症,錠劑,RIBOFLAVIN (VIT B2),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016797號,維他命Ｂ６錠,VITAMIN B6 TABLETS,妊娠引起之噁心、嘔吐、皮膚炎、維他命Ｂ６缺乏症。,錠劑,PYRIDOXINE HCL,,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016799號,"""井田""維他命Ｋ１錠",VITAMIN K1 TABLETS,新生兒之出血症狀、維他命Ｋ之吸收障害所引起之維他命Ｋ缺乏症,錠劑,PHYTOMENADIONE(VIT K1),,,,,,,,,,,,,,,,,,,,,
內衛藥製字第016808號,天賜康錠,TENSOCAINE TABLETS,纖維織炎、纖維增殖性肌炎、滑囊炎、腱鞘炎、急性關節風濕症、骨關節炎、腰痛、斜頸、手術後肌痛、頭痛、末梢神經炎,錠劑,CHLORMEZANONE;;ACETAMINOPHEN (EQ TO PARACETAMOL),,,,,,,,,,,,,,,,,,,,,
